Date,High,Low,Open,Close,Marketcap,lag1,lag2,lag7,time
2013-06-04 23:59:59,123.83999633789062,119.0999984741211,120.73699951171876,121.41999816894531,1365337545.0,122.22200012207031,122.29199981689452,129.0,36.0
2013-06-05 23:59:59,123.46900177001952,119.89900207519531,121.4000015258789,121.6500015258789,1368486468.75,121.41999816894531,122.22200012207031,132.30000305175778,37.0
2013-06-06 23:59:59,123.0999984741211,117.25,121.9000015258789,118.0,1327960200.0,121.6500015258789,121.41999816894531,128.79899597167972,38.0
2013-06-07 23:59:59,119.0,106.41999816894531,118.97000122070312,111.5,1255258637.5,118.0,121.6500015258789,129.0,39.0
2013-06-08 23:59:59,111.41500091552734,107.3000030517578,111.0,108.3000030517578,1219717920.0,111.5,118.0,129.30000305175778,40.0
2013-06-09 23:59:59,108.98999786376952,88.5,107.89199829101562,100.0,1126642500.0,108.3000030517578,111.5,122.29199981689452,41.0
2013-06-10 23:59:59,110.10099792480469,95.0019989013672,100.43699645996094,106.3499984741211,1198638945.0,100.0,108.3000030517578,122.22200012207031,42.0
2013-06-11 23:59:59,109.5999984741211,104.0,106.3499984741211,108.9000015258789,1227874725.0,106.3499984741211,100.0,121.41999816894531,43.0
2013-06-12 23:59:59,111.78700256347656,106.73400115966795,109.0,108.1500015258789,1219969852.5,108.9000015258789,106.3499984741211,121.6500015258789,44.0
2013-06-13 23:59:59,110.3000030517578,100.52999877929688,108.7760009765625,104.0,1173637400.0,108.1500015258789,108.9000015258789,118.0,45.0
2013-06-14 23:59:59,104.6999969482422,98.0,103.9489974975586,99.97889709472656,1128709292.08,104.0,108.1500015258789,111.5,46.0
2013-06-15 23:59:59,103.6999969482422,98.0,100.0,99.98809814453124,1129245603.78,99.97889709472656,104.0,108.3000030517578,47.0
2013-06-16 23:59:59,101.5999984741211,98.94660186767578,99.8000030517578,99.51000213623048,1124306271.75,99.98809814453124,99.97889709472656,100.0,48.0
2013-06-17 23:59:59,102.20999908447266,99.0,99.9000015258789,101.6999969482422,1149418485.0,99.51000213623048,99.98809814453124,106.3499984741211,49.0
2013-06-18 23:59:59,111.11100006103516,101.03299713134766,101.9499969482422,107.4000015258789,1214216070.0,101.6999969482422,99.51000213623048,108.9000015258789,50.0
2013-06-19 23:59:59,110.2249984741211,105.75499725341795,107.0500030517578,108.25,1224193837.5,107.4000015258789,101.6999969482422,108.1500015258789,51.0
2013-06-20 23:59:59,114.3000030517578,107.5,108.2509994506836,110.1500015258789,1246104920.0,108.25,107.4000015258789,104.0,52.0
2013-06-21 23:59:59,114.98999786376952,107.68499755859376,111.29000091552734,109.5,1239214237.5,110.1500015258789,108.25,99.97889709472656,53.0
2013-06-22 23:59:59,109.95600128173828,107.51399993896484,109.5,108.3000030517578,1226110327.5,109.5,110.1500015258789,99.98809814453124,54.0
2013-06-23 23:59:59,108.8000030517578,106.23400115966795,108.1999969482422,107.5999984741211,1218626490.0,108.3000030517578,109.5,99.51000213623048,55.0
2013-06-24 23:59:59,108.33399963378906,100.9800033569336,107.9000015258789,102.73699951171876,1163935725.67,107.5999984741211,108.3000030517578,101.6999969482422,56.0
2013-06-25 23:59:59,106.47000122070312,101.01000213623048,102.08999633789062,103.9499969482422,1178086140.0,102.73699951171876,107.5999984741211,107.4000015258789,57.0
2013-06-26 23:59:59,105.48899841308594,102.79199981689452,103.3290023803711,104.0,1179105200.0,103.9499969482422,102.73699951171876,108.25,58.0
2013-06-27 23:59:59,104.0,101.0999984741211,104.0,101.43699645996094,1150468022.9,104.0,103.9499969482422,110.1500015258789,59.0
2013-06-28 23:59:59,101.73699951171876,92.33300018310548,101.73699951171876,94.64920043945312,1073887456.97,101.43699645996094,104.0,109.5,60.0
2013-06-29 23:59:59,99.98999786376952,93.0,94.66000366210938,94.99400329589844,1078198523.95,94.64920043945312,101.43699645996094,108.3000030517578,61.0
2013-06-30 23:59:59,98.12229919433594,94.22229766845705,94.9990005493164,96.61399841308594,1096957771.35,94.99400329589844,94.64920043945312,107.5999984741211,62.0
2013-07-01 23:59:59,97.66490173339844,86.29720306396484,97.51000213623048,88.05000305175781,1000065296.25,96.61399841308594,94.99400329589844,102.73699951171876,63.0
2013-07-02 23:59:59,92.3000030517578,87.51000213623047,88.05000305175781,90.13400268554688,1024082227.85,88.05000305175781,96.61399841308594,103.9499969482422,64.0
2013-07-03 23:59:59,90.981201171875,76.97920227050781,90.40499877929688,77.52999877929688,881233115.5,90.13400268554688,88.05000305175781,104.0,65.0
2013-07-04 23:59:59,83.1050033569336,72.0,78.88999938964844,80.52580261230469,915618608.9,77.52999877929688,90.13400268554688,101.43699645996094,66.0
2013-07-05 23:59:59,80.0,65.5260009765625,79.98999786376953,68.43099975585939,778411178.875,80.52580261230469,77.52999877929688,94.64920043945312,67.0
2013-07-06 23:59:59,75.0,66.81999969482422,68.50499725341797,70.27729797363281,799741618.54,68.43099975585939,80.52580261230469,94.99400329589844,68.0
2013-07-07 23:59:59,74.56109619140625,66.62000274658203,68.74900054931639,74.56109619140625,848838978.923,70.27729797363281,68.43099975585939,96.61399841308594,69.0
2013-07-08 23:59:59,80.0,72.5999984741211,76.5,76.51599884033203,871457940.1,74.56109619140625,70.27729797363281,88.05000305175781,70.0
2013-07-09 23:59:59,78.30000305175781,72.5199966430664,76.0,76.69400024414062,873841849.25,76.51599884033203,74.56109619140625,90.13400268554688,71.0
2013-07-10 23:59:59,87.0,76.19999694824219,76.72000122070312,86.76000213623047,988957719.0,76.69400024414062,76.51599884033203,77.52999877929688,72.0
2013-07-11 23:59:59,90.27999877929688,85.07990264892578,88.0,88.9800033569336,1014650062.5,86.76000213623047,76.69400024414062,80.52580261230469,73.0
2013-07-12 23:59:59,104.0,88.16600036621094,88.97899627685547,93.59490203857422,1067634684.43,88.9800033569336,86.76000213623047,68.43099975585939,74.0
2013-07-13 23:59:59,98.25,88.06220245361328,93.98989868164062,98.13390350341795,1119796119.51,93.59490203857422,88.9800033569336,70.27729797363281,75.0
2013-07-14 23:59:59,98.6999969482422,92.86000061035156,98.6999969482422,94.69129943847656,1080917760.48,98.13390350341795,93.59490203857422,74.56109619140625,76.0
2013-07-15 23:59:59,101.9000015258789,93.11000061035156,93.6050033569336,98.40019989013672,1123658943.86,94.69129943847656,98.13390350341795,76.51599884033203,77.0
2013-07-16 23:59:59,99.86229705810548,96.1416015625,98.89029693603516,97.45079803466795,1113217032.45,98.40019989013672,94.69129943847656,76.69400024414062,78.0
2013-07-17 23:59:59,99.97000122070312,96.18000030517578,96.70999908447266,98.5,1125658000.0,97.45079803466795,98.40019989013672,86.76000213623047,79.0
2013-07-18 23:59:59,98.8000030517578,86.19999694824219,98.5,90.58000183105469,1035512824.5,98.5,97.45079803466795,88.9800033569336,80.0
2013-07-19 23:59:59,95.20010375976562,87.80000305175781,90.06890106201172,92.16999816894531,1054083771.0,90.58000183105469,98.5,93.59490203857422,81.0
2013-07-20 23:59:59,93.0999984741211,89.27110290527344,92.0,89.39009857177734,1022707664.6,92.16999816894531,90.58000183105469,98.13390350341795,82.0
2013-07-21 23:59:59,91.9499969482422,88.0,89.82140350341797,90.7573013305664,1038798980.07,89.39009857177734,92.16999816894531,94.69129943847656,83.0
2013-07-22 23:59:59,91.9980010986328,90.07540130615234,91.9980010986328,91.61000061035156,1048939080.5,90.7573013305664,89.39009857177734,98.40019989013672,84.0
2013-07-23 23:59:59,96.81929779052734,91.5999984741211,91.5999984741211,95.55850219726562,1094484057.67,91.61000061035156,90.7573013305664,97.45079803466795,85.0
2013-07-24 23:59:59,95.98999786376952,93.0,95.55850219726562,94.51000213623048,1082848325.0,95.55850219726562,91.61000061035156,98.5,86.0
2013-07-25 23:59:59,97.33000183105469,93.8656997680664,94.50499725341795,96.9000015258789,1110587857.5,94.51000213623048,95.55850219726562,90.58000183105469,87.0
2013-07-26 23:59:59,97.46910095214844,96.0,96.9499969482422,96.02020263671876,1100902799.57,96.9000015258789,94.51000213623048,92.16999816894531,88.0
2013-07-27 23:59:59,96.99500274658205,93.0,96.02010345458984,94.11599731445312,1079491696.8,96.02020263671876,96.9000015258789,89.39009857177734,89.0
2013-07-28 23:59:59,100.5770034790039,94.0,94.4000015258789,99.75599670410156,1144602837.9,94.11599731445312,96.02020263671876,90.7573013305664,90.0
2013-07-29 23:59:59,102.5,98.45500183105469,98.5999984741211,101.1999969482422,1161619140.0,99.75599670410156,94.11599731445312,91.61000061035156,91.0
2013-07-30 23:59:59,107.98999786376952,100.47000122070312,101.48899841308594,107.98999786376952,1240092366.0,101.1999969482422,99.75599670410156,95.55850219726562,92.0
2013-07-31 23:59:59,111.34400177001952,103.87999725341795,107.9499969482422,106.08999633789062,1218777833.5,107.98999786376952,101.1999969482422,94.51000213623048,93.0
2013-08-01 23:59:59,108.0,103.01100158691406,106.21299743652344,104.0,1195225200.0,106.08999633789062,107.98999786376952,96.9000015258789,94.0
2013-08-02 23:59:59,108.0,101.21099853515624,104.8560028076172,104.5009994506836,1201487184.88,104.0,106.08999633789062,96.02020263671876,95.0
2013-08-03 23:59:59,105.77999877929688,102.0019989013672,104.5009994506836,104.00499725341795,1196226508.12,104.5009994506836,104.0,94.11599731445312,96.0
2013-08-04 23:59:59,105.9499969482422,103.52300262451172,104.9499969482422,105.1439971923828,1209797378.4,104.00499725341795,104.5009994506836,99.75599670410156,97.0
2013-08-05 23:59:59,107.7699966430664,105.0,105.12000274658205,106.22000122070312,1222677176.0,105.1439971923828,104.00499725341795,101.1999969482422,98.0
2013-08-06 23:59:59,107.38200378417969,105.55699920654295,106.72000122070312,106.75,1229098150.0,106.22000122070312,105.1439971923828,107.98999786376952,99.0
2013-08-07 23:59:59,106.75,106.75,106.75,106.75,1229098150.0,106.75,106.22000122070312,106.08999633789062,100.0
2013-08-08 23:59:59,106.75,101.26000213623048,106.75,103.0,1187105900.0,106.75,106.75,104.0,101.0
2013-08-09 23:59:59,105.75,101.93499755859376,103.06999969482422,102.8000030517578,1185307130.0,103.0,106.75,104.5009994506836,102.0
2013-08-10 23:59:59,103.9000015258789,102.41000366210938,102.8000030517578,103.0,1188153925.0,102.8000030517578,103.0,104.00499725341795,103.0
2013-08-11 23:59:59,105.19000244140624,102.75499725341795,103.0,105.0,1211789250.0,103.0,102.8000030517578,105.1439971923828,104.0
2013-08-12 23:59:59,108.0,103.5,105.0,106.63600158691406,1231248580.9,105.0,103.0,106.22000122070312,105.0
2013-08-13 23:59:59,109.3499984741211,104.6500015258789,106.98999786376952,109.0,1259042650.0,106.63600158691406,105.0,106.75,106.0
2013-08-14 23:59:59,114.99500274658205,108.0009994506836,109.55500030517578,112.56199645996094,1300656724.05,109.0,106.63600158691406,106.75,107.0
2013-08-15 23:59:59,113.24500274658205,109.0,112.56199645996094,109.98999786376952,1271404657.25,112.56199645996094,109.0,103.0,108.0
2013-08-16 23:59:59,112.3000030517578,108.51699829101562,109.99500274658205,108.99400329589844,1260352119.0,109.98999786376952,112.56199645996094,102.8000030517578,109.0
2013-08-17 23:59:59,113.75,108.2249984741211,108.99400329589844,113.5,1312996375.0,108.99400329589844,109.98999786376952,103.0,110.0
2013-08-18 23:59:59,114.68800354003906,112.0,112.75,113.5,1313544012.5,113.5,108.99400329589844,105.0,111.0
2013-08-19 23:59:59,123.06199645996094,111.77100372314452,113.37999725341795,119.0,1377725475.0,113.5,113.5,106.63600158691406,112.0
2013-08-20 23:59:59,123.01100158691406,117.50800323486328,119.0,121.20500183105469,1403829641.38,119.0,113.5,109.0,113.0
2013-08-21 23:59:59,124.91400146484376,119.68199920654295,121.20999908447266,123.3000030517578,1428698677.5,121.20500183105469,119.0,112.56199645996094,114.0
2013-08-22 23:59:59,123.5,120.5999984741211,123.3000030517578,121.1500015258789,1404437432.5,123.3000030517578,121.20500183105469,109.98999786376952,115.0
2013-08-23 23:59:59,122.0,118.44400024414062,122.0,118.5009994506836,1374309422.45,121.1500015258789,123.3000030517578,108.99400329589844,116.0
2013-08-24 23:59:59,121.38999938964844,118.0199966430664,118.51000213623048,120.04499816894531,1392768092.25,118.5009994506836,121.1500015258789,113.5,117.0
2013-08-25 23:59:59,122.98699951171876,119.16999816894531,119.60299682617188,122.11100006103516,1417198896.58,120.04499816894531,118.5009994506836,113.5,118.0
2013-08-26 23:59:59,122.75499725341795,119.93000030517578,122.11100006103516,120.05599975585938,1393847158.6,122.11100006103516,120.04499816894531,119.0,119.0
2013-08-27 23:59:59,127.23999786376952,120.06999969482422,120.06999969482422,126.5,1469193137.5,120.05599975585938,122.11100006103516,121.20500183105469,120.0
2013-08-28 23:59:59,127.31999969482422,122.62000274658205,126.4800033569336,122.62000274658205,1424675797.5,126.5,120.05599975585938,123.3000030517578,121.0
2013-08-29 23:59:59,123.6999969482422,122.20999908447266,122.62000274658205,122.38999938964844,1422584866.25,122.62000274658205,126.5,121.1500015258789,122.0
2013-08-30 23:59:59,135.75,120.98999786376952,122.3499984741211,133.49000549316406,1552288465.0,122.38999938964844,122.62000274658205,118.5009994506836,123.0
2013-08-31 23:59:59,140.88999938964844,132.72000122070312,133.08999633789062,135.35000610351562,1574672051.25,133.49000549316406,122.38999938964844,120.04499816894531,124.0
2013-09-01 23:59:59,145.80999755859375,134.80999755859378,135.13999938964844,138.33999633789062,1610215347.0,135.35000610351562,133.49000549316406,122.11100006103516,125.0
2013-09-02 23:59:59,146.5,134.88999938964844,138.6300048828125,135.85000610351562,1581969853.75,138.33999633789062,135.35000610351562,120.05599975585938,126.0
2013-09-03 23:59:59,138.33999633789062,133.0,135.61000061035156,136.77000427246094,1593346565.25,135.85000610351562,138.33999633789062,126.5,127.0
2013-09-04 23:59:59,144.5,123.61000061035156,136.52999877929688,126.73999786376952,1477012117.5,136.77000427246094,135.85000610351562,122.62000274658205,128.0
2013-09-05 23:59:59,131.44000244140622,121.83000183105469,126.76000213623048,126.43000030517578,1473965190.5,126.73999786376952,136.77000427246094,122.38999938964844,129.0
2013-09-06 23:59:59,127.33999633789062,119.1500015258789,126.48999786376952,119.1500015258789,1389646450.0,126.43000030517578,126.73999786376952,133.49000549316406,130.0
2013-09-07 23:59:59,125.94000244140624,118.45999908447266,118.88999938964844,124.1500015258789,1448411493.75,119.1500015258789,126.43000030517578,135.35000610351562,131.0
2013-09-08 23:59:59,124.72000122070312,120.48999786376952,124.12999725341795,121.66000366210938,1419836071.5,124.1500015258789,119.1500015258789,138.33999633789062,132.0
2013-09-09 23:59:59,129.05999755859378,119.75,121.86000061035156,127.11000061035156,1484085516.0,121.66000366210938,124.1500015258789,135.85000610351562,133.0
2013-09-10 23:59:59,129.74000549316406,125.9000015258789,127.2699966430664,125.91000366210938,1470679164.0,127.11000061035156,121.66000366210938,136.77000427246094,134.0
2013-09-11 23:59:59,137.83000183105472,123.2699966430664,125.88999938964844,135.25,1580450350.0,125.91000366210938,127.11000061035156,126.73999786376952,135.0
2013-09-12 23:59:59,136.08000183105472,131.80999755859378,135.55000305175778,133.1300048828125,1556386219.25,135.25,125.91000366210938,126.43000030517578,136.0
2013-09-13 23:59:59,137.58000183105472,132.27000427246094,132.83000183105472,134.97999572753906,1578699084.0,133.1300048828125,135.25,119.1500015258789,137.0
2013-09-14 23:59:59,135.85000610351562,128.8699951171875,135.00999450683594,129.22000122070312,1512038755.5,134.97999572753906,133.1300048828125,124.1500015258789,138.0
2013-09-15 23:59:59,131.44000244140622,128.25999450683594,129.39999389648438,130.3699951171875,1526085146.0,129.22000122070312,134.97999572753906,121.66000366210938,139.0
2013-09-16 23:59:59,132.72000122070312,129.77000427246094,130.86000061035156,131.72000122070312,1542395098.0,130.3699951171875,129.22000122070312,127.11000061035156,140.0
2013-09-17 23:59:59,132.75999450683594,124.88999938964844,131.58999633789062,131.66000366210938,1542278406.0,131.72000122070312,130.3699951171875,125.91000366210938,141.0
2013-09-18 23:59:59,133.19999694824222,130.53999328613278,131.71000671386722,131.47000122070312,1540598327.5,131.66000366210938,131.72000122070312,135.25,142.0
2013-09-19 23:59:59,131.77000427246094,128.44999694824222,131.3699951171875,129.64999389648438,1519883708.75,131.47000122070312,131.66000366210938,133.1300048828125,143.0
2013-09-20 23:59:59,135.6199951171875,126.68000030517578,129.69999694824222,127.04000091552734,1489921944.0,129.64999389648438,131.47000122070312,134.97999572753906,144.0
2013-09-21 23:59:59,128.61000061035156,126.23999786376952,126.9499969482422,127.43000030517578,1495101146.75,127.04000091552734,129.64999389648438,129.22000122070312,145.0
2013-09-22 23:59:59,133.94000244140622,126.58999633789062,127.87000274658205,129.1199951171875,1515584736.0,127.43000030517578,127.04000091552734,130.3699951171875,146.0
2013-09-23 23:59:59,132.72500610351562,125.66000366210938,128.97999572753906,125.9499969482422,1479037147.5,129.1199951171875,127.43000030517578,131.72000122070312,147.0
2013-09-24 23:59:59,127.45999908447266,125.38999938964844,126.0500030517578,127.25,1494974356.25,125.9499969482422,129.1199951171875,131.66000366210938,148.0
2013-09-25 23:59:59,129.69000244140622,127.33000183105469,127.37999725341795,128.22000122070312,1507033770.0,127.25,125.9499969482422,131.47000122070312,149.0
2013-09-26 23:59:59,134.93400573730472,127.31999969482422,128.21000671386722,128.3800048828125,1509434269.0,128.22000122070312,127.25,129.64999389648438,150.0
2013-09-27 23:59:59,134.74000549316406,128.49000549316406,128.94000244140622,133.77999877929688,1573520360.0,128.3800048828125,128.22000122070312,127.04000091552734,151.0
2013-09-28 23:59:59,135.6300048828125,132.55999755859378,133.77000427246094,134.77999877929688,1585878761.5,133.77999877929688,128.3800048828125,127.43000030517578,152.0
2013-09-29 23:59:59,140.61000061035156,134.71000671386722,134.89999389648438,137.33999633789062,1616584504.5,134.77999877929688,133.77999877929688,129.1199951171875,153.0
2013-09-30 23:59:59,138.35000610351562,130.27000427246094,137.14999389648438,133.0,1566038425.0,137.33999633789062,134.77999877929688,125.9499969482422,154.0
2013-10-01 23:59:59,134.6300048828125,131.55000305175778,132.67999267578122,132.17999267578122,1557001092.0,133.0,137.33999633789062,127.25,155.0
2013-10-02 23:59:59,133.58999633789062,102.25,132.05000305175778,114.12999725341795,1344930746.0,132.17999267578122,133.0,128.22000122070312,156.0
2013-10-03 23:59:59,123.62999725341795,111.81999969482422,114.4499969482422,123.62999725341795,1457492614.5,114.12999725341795,132.17999267578122,128.3800048828125,157.0
2013-10-04 23:59:59,130.08999633789062,123.41000366210938,123.41000366210938,129.00999450683594,1521498786.5,123.62999725341795,114.12999725341795,133.77999877929688,158.0
2013-10-05 23:59:59,130.44000244140622,128.02999877929688,128.6300048828125,128.55000305175778,1516777518.75,129.00999450683594,123.62999725341795,134.77999877929688,159.0
2013-10-06 23:59:59,129.66000366210938,126.1500015258789,128.36000061035156,129.0,1522686975.0,128.55000305175778,129.00999450683594,137.33999633789062,160.0
2013-10-07 23:59:59,130.27000427246094,126.36000061035156,129.42999267578122,126.94000244140624,1498859917.5,129.0,128.55000305175778,133.0,161.0
2013-10-08 23:59:59,127.47000122070312,124.70999908447266,126.73999786376952,126.0,1488277350.0,126.94000244140624,129.0,132.17999267578122,162.0
2013-10-09 23:59:59,131.75,125.58000183105469,125.8499984741211,130.69000244140622,1544249376.25,126.0,126.94000244140624,114.12999725341795,163.0
2013-10-10 23:59:59,131.5,129.25999450683594,130.66999816894528,130.58999633789062,1543701125.25,130.69000244140622,126.0,123.62999725341795,164.0
2013-10-11 23:59:59,131.80999755859378,129.63999938964844,130.75,130.89999389648438,1547971040.0,130.58999633789062,130.69000244140622,129.00999450683594,165.0
2013-10-12 23:59:59,135.66000366210938,130.55999755859378,130.89999389648438,135.19000244140622,1599426130.5,130.89999389648438,130.58999633789062,128.55000305175778,166.0
2013-10-13 23:59:59,138.66000366210938,134.55000305175778,135.19000244140622,138.1300048828125,1634968838.5,135.19000244140622,130.89999389648438,129.0,167.0
2013-10-14 23:59:59,144.1199951171875,138.89999389648438,139.27000427246094,140.52000427246094,1664129178.0,138.1300048828125,135.19000244140622,126.94000244140624,168.0
2013-10-15 23:59:59,145.38999938964844,139.1300048828125,140.77000427246094,145.24000549316406,1720981439.0,140.52000427246094,138.1300048828125,126.0,169.0
2013-10-16 23:59:59,152.22999572753906,142.42999267578125,145.64999389648438,142.5500030517578,1689851847.5,145.24000549316406,140.52000427246094,130.69000244140622,170.0
2013-10-17 23:59:59,147.4199981689453,142.41000366210938,142.41000366210938,146.25,1734327562.5,142.5500030517578,145.24000549316406,130.58999633789062,171.0
2013-10-18 23:59:59,155.9600067138672,145.57000732421875,146.3699951171875,155.9600067138672,1850219763.0,146.25,142.5500030517578,130.89999389648438,172.0
2013-10-19 23:59:59,177.47999572753906,155.6999969482422,155.91000366210938,172.4199981689453,2046457290.5,155.9600067138672,146.25,135.19000244140622,173.0
2013-10-20 23:59:59,174.91000366210938,168.9499969482422,171.66000366210938,174.61000061035156,2073319140.0,172.4199981689453,155.9600067138672,138.1300048828125,174.0
2013-10-21 23:59:59,184.82000732421875,174.8000030517578,174.8000030517578,182.2100067138672,2164518142.5,174.61000061035156,172.4199981689453,140.52000427246094,175.0
2013-10-22 23:59:59,196.2700042724609,182.6499938964844,182.6499938964844,193.75999450683602,2302910260.0,182.2100067138672,174.61000061035156,145.24000549316406,176.0
2013-10-23 23:59:59,213.6199951171875,192.3800048828125,193.3600006103516,213.6199951171875,2540139398.5,193.75999450683602,182.2100067138672,142.5500030517578,177.0
2013-10-24 23:59:59,217.4199981689453,168.52000427246094,214.3000030517578,198.22999572753903,2358198593.25,213.6199951171875,193.75999450683602,146.25,178.0
2013-10-25 23:59:59,198.8699951171875,168.5,197.69000244140625,186.69000244140625,2222012383.5,198.22999572753903,213.6199951171875,155.9600067138672,179.0
2013-10-26 23:59:59,188.41000366210938,175.75,187.4499969482422,177.32000732421875,2111296044.0,186.69000244140625,198.22999572753903,172.4199981689453,180.0
2013-10-27 23:59:59,196.44000244140625,176.60000610351562,176.60000610351562,196.44000244140625,2339831217.0,177.32000732421875,186.69000244140625,174.61000061035156,181.0
2013-10-28 23:59:59,198.6199951171875,192.05999755859366,196.2100067138672,198.5500030517578,2365837416.25,196.44000244140625,177.32000732421875,182.2100067138672,182.0
2013-10-29 23:59:59,204.7899932861328,198.5500030517578,198.5500030517578,204.38999938964844,2436241934.25,198.5500030517578,196.44000244140625,193.75999450683602,183.0
2013-10-30 23:59:59,209.16000366210938,199.97000122070312,204.38999938964844,199.97000122070312,2384492272.5,204.38999938964844,198.5500030517578,213.6199951171875,184.0
2013-10-31 23:59:59,205.17999267578125,198.8500061035156,199.8300018310547,204.0,2433658800.0,199.97000122070312,204.38999938964844,198.22999572753903,185.0
