Date,High,Low,Open,Close,Marketcap
2013-12-16 23:59:59,0.0008658739970996977,0.0001502130035078153,0.0002993119996972382,0.00020473099721129984,1509085.15965
2013-12-17 23:59:59,0.0002887900045607239,0.00011559300037333743,0.00020688900258392098,0.00026853999588638544,2169687.9813
2013-12-18 23:59:59,0.0003616310132201761,0.00020460800442378968,0.00026731699472293263,0.0003616310132201761,3188943.20963
2013-12-19 23:59:59,0.0015196700114756825,0.00032830299460329115,0.00039505399763584137,0.001162489992566407,11150339.2183
2013-12-20 23:59:59,0.0011429199948906898,0.0006617510225623847,0.0011429199948906898,0.0007038660114631058,7284337.118360001
2013-12-21 23:59:59,0.000700486998539418,0.0003542760096024722,0.000700486998539418,0.000393678987165913,4360316.34343
2013-12-22 23:59:59,0.0004975799820385873,0.00027965300250798464,0.00039115699473768467,0.0003147620009258389,3706592.18772
2013-12-23 23:59:59,0.0004595300124492496,0.00029352400451898575,0.00031266099540516734,0.0004511850129347295,5644793.35139
2013-12-24 23:59:59,0.0009130489779636264,0.00045048099127598107,0.00045048099127598107,0.000685547012835741,9075937.82287
2013-12-25 23:59:59,0.0006936800200492144,0.0005582980229519309,0.0006862989976070821,0.0005867009749636054,8194483.244030001
2013-12-26 23:59:59,0.0007057270267978312,0.0005434529739432037,0.0005881880060769618,0.0006019640131853522,8836621.0156
2013-12-27 23:59:59,0.0006281550158746541,0.0004969140281900764,0.0006029909709468484,0.0005219000158831476,8016603.64892
2013-12-28 23:59:59,0.0005399810033850372,0.00045763800153508777,0.0005239659803919494,0.00045853300252929335,7374148.77651
2013-12-29 23:59:59,0.0004924290115013719,0.00039893199573270977,0.0004586720024235547,0.00045448000309988856,7634717.169660001
2013-12-30 23:59:59,0.00045854999916628,0.00041587199666537344,0.00045222300104796886,0.00041587199666537344,7270541.89933
2013-12-31 23:59:59,0.0004656940000131727,0.0004076710029039532,0.0004181760014034808,0.0004222459974698722,7689658.673169999
2014-01-01 23:59:59,0.0004509369900915772,0.00042278299224562943,0.00042278299224562943,0.00043969799298793083,8335005.000460001
2014-01-02 23:59:59,0.0004485950048547238,0.0003305620048195124,0.0004485950048547238,0.00035305198980495334,6935467.097310001
2014-01-03 23:59:59,0.00037629599682986736,0.0002926370070781559,0.0003532539994921535,0.00030292599694803357,6162989.7455
2014-01-04 23:59:59,0.0003205249959137291,0.00025596900377422566,0.00030461000278592115,0.000300829007755965,6323971.51966
2014-01-05 23:59:59,0.00031213799957185984,0.00024660700000822544,0.000300493004033342,0.00027072400553151965,5883643.91231
2014-01-06 23:59:59,0.00029033998725935817,0.00022642700059805063,0.00027145500644110143,0.0002545529860071838,5711172.4171400005
