BTC_close,ETH_close,ADA_close,DOG_close
144.5399932861328,0.0,0.0,0.0
139.0,0.0,0.0,0.0
116.98999786376952,0.0,0.0,0.0
105.20999908447266,0.0,0.0,0.0
97.75,0.0,0.0,0.0
112.5,0.0,0.0,0.0
115.91000366210938,0.0,0.0,0.0
112.3000030517578,0.0,0.0,0.0
111.5,0.0,0.0,0.0
113.56600189208984,0.0,0.0,0.0
112.66999816894531,0.0,0.0,0.0
117.1999969482422,0.0,0.0,0.0
115.24299621582031,0.0,0.0,0.0
115.0,0.0,0.0,0.0
117.9800033569336,0.0,0.0,0.0
111.5,0.0,0.0,0.0
114.22000122070312,0.0,0.0,0.0
118.76000213623048,0.0,0.0,0.0
123.01499938964844,0.0,0.0,0.0
123.4980010986328,0.0,0.0,0.0
121.98999786376952,0.0,0.0,0.0
122.0,0.0,0.0,0.0
122.87999725341795,0.0,0.0,0.0
123.88899993896484,0.0,0.0,0.0
126.6999969482422,0.0,0.0,0.0
133.19999694824222,0.0,0.0,0.0
131.97999572753906,0.0,0.0,0.0
133.47999572753906,0.0,0.0,0.0
129.7449951171875,0.0,0.0,0.0
129.0,0.0,0.0,0.0
132.30000305175778,0.0,0.0,0.0
128.79899597167972,0.0,0.0,0.0
129.0,0.0,0.0,0.0
129.30000305175778,0.0,0.0,0.0
122.29199981689452,0.0,0.0,0.0
122.22200012207031,0.0,0.0,0.0
121.41999816894531,0.0,0.0,0.0
121.6500015258789,0.0,0.0,0.0
118.0,0.0,0.0,0.0
111.5,0.0,0.0,0.0
108.3000030517578,0.0,0.0,0.0
100.0,0.0,0.0,0.0
106.3499984741211,0.0,0.0,0.0
108.9000015258789,0.0,0.0,0.0
108.1500015258789,0.0,0.0,0.0
104.0,0.0,0.0,0.0
99.97889709472656,0.0,0.0,0.0
99.98809814453124,0.0,0.0,0.0
99.51000213623048,0.0,0.0,0.0
101.6999969482422,0.0,0.0,0.0
107.4000015258789,0.0,0.0,0.0
108.25,0.0,0.0,0.0
110.1500015258789,0.0,0.0,0.0
109.5,0.0,0.0,0.0
108.3000030517578,0.0,0.0,0.0
107.5999984741211,0.0,0.0,0.0
102.73699951171876,0.0,0.0,0.0
103.9499969482422,0.0,0.0,0.0
104.0,0.0,0.0,0.0
101.43699645996094,0.0,0.0,0.0
94.64920043945312,0.0,0.0,0.0
94.99400329589844,0.0,0.0,0.0
96.61399841308594,0.0,0.0,0.0
88.05000305175781,0.0,0.0,0.0
90.13400268554688,0.0,0.0,0.0
77.52999877929688,0.0,0.0,0.0
80.52580261230469,0.0,0.0,0.0
68.43099975585939,0.0,0.0,0.0
70.27729797363281,0.0,0.0,0.0
74.56109619140625,0.0,0.0,0.0
76.51599884033203,0.0,0.0,0.0
76.69400024414062,0.0,0.0,0.0
86.76000213623047,0.0,0.0,0.0
88.9800033569336,0.0,0.0,0.0
93.59490203857422,0.0,0.0,0.0
98.13390350341795,0.0,0.0,0.0
94.69129943847656,0.0,0.0,0.0
98.40019989013672,0.0,0.0,0.0
97.45079803466795,0.0,0.0,0.0
98.5,0.0,0.0,0.0
90.58000183105469,0.0,0.0,0.0
92.16999816894531,0.0,0.0,0.0
89.39009857177734,0.0,0.0,0.0
90.7573013305664,0.0,0.0,0.0
91.61000061035156,0.0,0.0,0.0
95.55850219726562,0.0,0.0,0.0
94.51000213623048,0.0,0.0,0.0
96.9000015258789,0.0,0.0,0.0
96.02020263671876,0.0,0.0,0.0
94.11599731445312,0.0,0.0,0.0
99.75599670410156,0.0,0.0,0.0
101.1999969482422,0.0,0.0,0.0
107.98999786376952,0.0,0.0,0.0
106.08999633789062,0.0,0.0,0.0
104.0,0.0,0.0,0.0
104.5009994506836,0.0,0.0,0.0
104.00499725341795,0.0,0.0,0.0
105.1439971923828,0.0,0.0,0.0
106.22000122070312,0.0,0.0,0.0
106.75,0.0,0.0,0.0
106.75,0.0,0.0,0.0
103.0,0.0,0.0,0.0
102.8000030517578,0.0,0.0,0.0
103.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0
106.63600158691406,0.0,0.0,0.0
109.0,0.0,0.0,0.0
112.56199645996094,0.0,0.0,0.0
109.98999786376952,0.0,0.0,0.0
108.99400329589844,0.0,0.0,0.0
113.5,0.0,0.0,0.0
113.5,0.0,0.0,0.0
119.0,0.0,0.0,0.0
121.20500183105469,0.0,0.0,0.0
123.3000030517578,0.0,0.0,0.0
121.1500015258789,0.0,0.0,0.0
118.5009994506836,0.0,0.0,0.0
120.04499816894531,0.0,0.0,0.0
122.11100006103516,0.0,0.0,0.0
120.05599975585938,0.0,0.0,0.0
126.5,0.0,0.0,0.0
122.62000274658205,0.0,0.0,0.0
122.38999938964844,0.0,0.0,0.0
133.49000549316406,0.0,0.0,0.0
135.35000610351562,0.0,0.0,0.0
138.33999633789062,0.0,0.0,0.0
135.85000610351562,0.0,0.0,0.0
136.77000427246094,0.0,0.0,0.0
126.73999786376952,0.0,0.0,0.0
126.43000030517578,0.0,0.0,0.0
119.1500015258789,0.0,0.0,0.0
124.1500015258789,0.0,0.0,0.0
121.66000366210938,0.0,0.0,0.0
127.11000061035156,0.0,0.0,0.0
125.91000366210938,0.0,0.0,0.0
135.25,0.0,0.0,0.0
133.1300048828125,0.0,0.0,0.0
134.97999572753906,0.0,0.0,0.0
129.22000122070312,0.0,0.0,0.0
130.3699951171875,0.0,0.0,0.0
131.72000122070312,0.0,0.0,0.0
131.66000366210938,0.0,0.0,0.0
131.47000122070312,0.0,0.0,0.0
129.64999389648438,0.0,0.0,0.0
127.04000091552734,0.0,0.0,0.0
127.43000030517578,0.0,0.0,0.0
129.1199951171875,0.0,0.0,0.0
125.9499969482422,0.0,0.0,0.0
127.25,0.0,0.0,0.0
128.22000122070312,0.0,0.0,0.0
128.3800048828125,0.0,0.0,0.0
133.77999877929688,0.0,0.0,0.0
134.77999877929688,0.0,0.0,0.0
137.33999633789062,0.0,0.0,0.0
133.0,0.0,0.0,0.0
132.17999267578122,0.0,0.0,0.0
114.12999725341795,0.0,0.0,0.0
123.62999725341795,0.0,0.0,0.0
129.00999450683594,0.0,0.0,0.0
128.55000305175778,0.0,0.0,0.0
129.0,0.0,0.0,0.0
126.94000244140624,0.0,0.0,0.0
126.0,0.0,0.0,0.0
130.69000244140622,0.0,0.0,0.0
130.58999633789062,0.0,0.0,0.0
130.89999389648438,0.0,0.0,0.0
135.19000244140622,0.0,0.0,0.0
138.1300048828125,0.0,0.0,0.0
140.52000427246094,0.0,0.0,0.0
145.24000549316406,0.0,0.0,0.0
142.5500030517578,0.0,0.0,0.0
146.25,0.0,0.0,0.0
155.9600067138672,0.0,0.0,0.0
172.4199981689453,0.0,0.0,0.0
174.61000061035156,0.0,0.0,0.0
182.2100067138672,0.0,0.0,0.0
193.75999450683597,0.0,0.0,0.0
213.6199951171875,0.0,0.0,0.0
198.22999572753903,0.0,0.0,0.0
186.69000244140625,0.0,0.0,0.0
177.32000732421875,0.0,0.0,0.0
196.44000244140625,0.0,0.0,0.0
198.5500030517578,0.0,0.0,0.0
204.38999938964844,0.0,0.0,0.0
199.97000122070312,0.0,0.0,0.0
204.0,0.0,0.0,0.0
206.17999267578125,0.0,0.0,0.0
206.22000122070312,0.0,0.0,0.0
215.0500030517578,0.0,0.0,0.0
229.1000061035156,0.0,0.0,0.0
245.2400054931641,0.0,0.0,0.0
262.5,0.0,0.0,0.0
296.4100036621094,0.0,0.0,0.0
338.1099853515625,0.0,0.0,0.0
339.1099853515625,0.0,0.0,0.0
326.6199951171875,0.0,0.0,0.0
342.44000244140625,0.0,0.0,0.0
360.3299865722656,0.0,0.0,0.0
407.3699951171875,0.0,0.0,0.0
420.20001220703125,0.0,0.0,0.0
417.95001220703125,0.0,0.0,0.0
440.2200012207031,0.0,0.0,0.0
492.1099853515625,0.0,0.0,0.0
703.5599975585938,0.0,0.0,0.0
584.6099853515625,0.0,0.0,0.0
590.8300170898438,0.0,0.0,0.0
722.4299926757812,0.0,0.0,0.0
771.4400024414062,0.0,0.0,0.0
797.8200073242188,0.0,0.0,0.0
774.25,0.0,0.0,0.0
799.1099853515625,0.0,0.0,0.0
928.0999755859376,0.0,0.0,0.0
1001.9600219726562,0.0,0.0,0.0
1031.949951171875,0.0,0.0,0.0
1131.969970703125,0.0,0.0,0.0
1129.4300537109375,0.0,0.0,0.0
955.8499755859376,0.0,0.0,0.0
1043.3299560546877,0.0,0.0,0.0
1078.280029296875,0.0,0.0,0.0
1151.1700439453125,0.0,0.0,0.0
1045.1099853515623,0.0,0.0,0.0
829.4500122070312,0.0,0.0,0.0
698.22998046875,0.0,0.0,0.0
795.8699951171875,0.0,0.0,0.0
893.1900024414062,0.0,0.0,0.0
988.510009765625,0.0,0.0,0.0
