Date,High,Low,Open,Close,Marketcap
2015-08-08 23:59:59,2.7988100051879883,0.7147250175476074,2.793760061264038,0.7533249855041504,45486894.2408
2015-08-09 23:59:59,0.8798099756240845,0.629190981388092,0.7061359882354736,0.7018970251083374,42399573.4991
2015-08-10 23:59:59,0.7298539876937866,0.6365460157394409,0.7139890193939209,0.7084479928016663,42818364.3945
2015-08-11 23:59:59,1.131410002708435,0.6632350087165833,0.7080870270729065,1.0678600072860718,64569288.4328
2015-08-12 23:59:59,1.2899399995803833,0.8836079835891724,1.0587500333786009,1.2174400091171265,73645010.9863
2015-08-13 23:59:59,1.9650700092315676,1.1719900369644165,1.222239971160889,1.827669978141785,110607191.674
2015-08-14 23:59:59,2.2618799209594727,1.7547500133514404,1.810920000076294,1.8278700113296509,110672321.811
2015-08-15 23:59:59,1.8772399425506592,1.5709799528121948,1.802889943122864,1.6888999938964844,102303608.46700001
2015-08-16 23:59:59,1.6952400207519531,1.0898100137710571,1.6843500137329102,1.5660300254821775,94901005.3503
2015-08-17 23:59:59,1.58118999004364,1.1853400468826294,1.58118999004364,1.2036099433898926,87295366.5007
2015-08-18 23:59:59,1.3311599493026731,1.0870499610900881,1.2152999639511108,1.0870499610900881,78868413.07800001
2015-08-19 23:59:59,1.317989945411682,1.1669299602508545,1.1669299602508545,1.2588599920272827,91366391.4393
2015-08-20 23:59:59,1.5333000421524048,1.2483299970626829,1.2511800527572632,1.4649200439453125,106351420.17799999
2015-08-21 23:59:59,1.5564199686050415,1.3528000116348269,1.477519989013672,1.3952900171279907,101331855.597
2015-08-22 23:59:59,1.4764100313186646,1.352679967880249,1.396289944648743,1.37923002243042,100201825.662
2015-08-23 23:59:59,1.4097000360488892,1.2977700233459473,1.375,1.3525899648666382,98300351.3461
2015-08-24 23:59:59,1.362779974937439,1.2312699556350708,1.3455899953842163,1.2312699556350708,89515256.5525
2015-08-25 23:59:59,1.241819977760315,1.1286499500274658,1.2286100387573242,1.1401900053024292,82922632.9052
2015-08-26 23:59:59,1.2024799585342407,1.0618300437927246,1.132789969444275,1.159980058670044,84390923.5384
2015-08-27 23:59:59,1.188830018043518,1.1372900009155271,1.1698100566864014,1.147699952125549,83524585.3858
2015-08-28 23:59:59,1.2077900171279907,1.1204999685287476,1.1476600170135498,1.1913800239562988,86731076.6374
2015-08-29 23:59:59,1.2072099447250366,1.1494899988174438,1.1935299634933472,1.1825499534606934,86113894.6912
2015-08-30 23:59:59,1.367990016937256,1.170609951019287,1.1829899549484253,1.3192700147628784,96097349.1063
2015-08-31 23:59:59,1.39614999294281,1.20100998878479,1.3213800191879272,1.358240008354187,98963974.8992
2015-09-01 23:59:59,1.39274001121521,1.3366299867630005,1.3534799814224243,1.3516099452972412,98507500.0511
2015-09-02 23:59:59,1.3549100160598757,1.2646199464797974,1.3515700101852417,1.2947900295257568,94389544.2517
2015-09-03 23:59:59,1.3099900484085083,1.2110300064086914,1.2951899766921997,1.264930009841919,92234142.4838
2015-09-04 23:59:59,1.3025200366973877,1.2368099689483645,1.264930009841919,1.2744100093841553,92953700.9787
2015-09-05 23:59:59,1.3423000574111938,1.2711900472640991,1.28056001663208,1.3388099670410156,97683882.5429
2015-09-06 23:59:59,1.3736399412155151,1.2942500114440918,1.3380099534988403,1.295830011367798,94580163.7911
2015-09-07 23:59:59,1.3054800033569336,1.2378499507904053,1.2958999872207642,1.246649980545044,91020734.5517
2015-09-08 23:59:59,1.282379984855652,1.2306100130081177,1.246649980545044,1.2424299716949463,90743242.4997
2015-09-09 23:59:59,1.2604800462722778,1.201840043067932,1.2393499612808228,1.2065099477767944,88150124.7109
2015-09-10 23:59:59,1.2215700149536133,1.1361500024795532,1.207610011100769,1.1657700538635254,85202731.6627
2015-09-11 23:59:59,1.16907000541687,0.9406750202178956,1.16497004032135,0.9829779863357544,71868264.5796
2015-09-12 23:59:59,1.1148899793624878,0.9697800278663636,0.987227976322174,1.0387400388717651,75971273.1522
2015-09-13 23:59:59,1.0427000522613523,0.9028319716453552,1.0417799949645996,0.936003029346466,68480586.7159
2015-09-14 23:59:59,0.9493870139122008,0.8717600107192993,0.9405660033226012,0.8756219744682312,64084134.617
2015-09-15 23:59:59,1.0455399751663208,0.8751890063285828,0.8751890063285828,0.9444100260734558,69141408.7519
2015-09-16 23:59:59,0.9526979923248292,0.9016389846801758,0.9419770240783693,0.9071750044822692,66437873.289
2015-09-17 23:59:59,0.9092040061950684,0.8311319947242737,0.9068650007247924,0.8742309808731079,64046215.9505
2015-09-18 23:59:59,0.8881019949913025,0.8339080214500427,0.8745740056037903,0.8536850214004517,62561883.0773
2015-09-19 23:59:59,0.9118829965591432,0.8337839841842651,0.849602997303009,0.8823909759521484,64687991.9997
2015-09-20 23:59:59,0.9477409720420836,0.8732050061225891,0.8811910152435303,0.938444972038269,68822183.059
2015-09-21 23:59:59,0.9573259949684144,0.8783010244369507,0.9414960145950316,0.9190469980239868,67422915.0922
2015-09-22 23:59:59,0.9193369746208192,0.8652250170707703,0.9193369746208192,0.9017959833145142,66180153.1012
2015-09-23 23:59:59,0.9089099764823914,0.8851360082626343,0.9035599827766418,0.8934059739112854,65587498.9815
